id,TARGET
26585,1
238591,0
366643,0
418082,0
22459,0
318681,0
209556,0
394890,1
289938,1
79449,1
212091,0
273174,0
427688,0
247645,0
176517,0
200380,0
97573,0
197967,0
4027,0
317320,0
4582,0
18659,1
431527,0
394577,0
36552,0
2677,1
206125,0
70619,0
302273,0
313160,0
431271,0
249946,0
401821,0
36138,1
299822,0
206516,0
81382,0
413924,0
368566,0
203054,1
227925,0
28428,0
334640,0
196241,1
91006,0
91311,0
283549,0
276500,0
171870,0
96770,1
338400,0
313191,0
170433,0
364146,0
330508,0
187485,1
33788,1
266865,1
429051,0
53448,0
211263,0
26080,0
367592,0
266236,0
429598,1
62521,0
291794,0
311478,0
432003,0
187520,0
308997,0
144448,1
428596,0
97558,0
353907,0
406486,1
43343,0
221526,0
87102,0
76655,0
172278,1
284545,0
126069,0
174525,0
278771,0
181438,0
319412,1
307389,0
371462,0
39964,0
111230,0
427397,0
171983,0
86725,0
250006,0
414002,0
158698,1
107314,0
82582,0
275099,0
72488,0
226824,0
184857,0
94173,0
283750,0
263897,0
289168,0
229611,0
177351,0
292268,0
414167,0
344905,0
191985,0
86441,0
157055,0
320898,0
372244,0
102353,0
239317,1
92526,1
32932,0
229407,0
182850,0
324965,0
211373,1
118653,1
303473,0
118612,0
125598,0
327945,1
429516,0
339510,0
260951,0
280804,0
58081,0
53702,1
42667,0
321646,1
87171,0
408418,0
221803,0
310367,0
86099,0
148625,0
145490,0
137829,1
47665,0
378185,0
236658,0
33014,0
152223,0
18195,0
339400,0
76714,0
57715,0
224759,0
227628,0
15634,1
63866,0
85649,1
212230,1
348525,0
88851,0
273436,0
306841,0
7357,0
354274,1
393055,0
241895,0
217706,0
60163,0
357681,0
232408,1
59030,0
340042,0
170086,0
196515,0
319391,1
41462,0
285513,0
42306,0
210359,0
152874,0
412544,0
108066,0
276075,0
315280,0
48701,1
218089,0
373558,0
226639,0
347104,1
129051,0
91961,1
206561,0
429612,0
371946,0
262678,0
431942,1
190825,0
132002,0
219563,0
158120,1
191098,0
143535,0
306261,0
88059,0
103005,0
298200,0
296656,0
227443,0
320576,0
85351,0
254090,0
66374,0
92023,1
9113,1
406275,1
63963,0
309767,0
238058,0
364998,0
30946,0
73883,0
248397,0
